date,close,fwd_1d,fwd_2d,fwd_5d,fwd_10d
2005-06-24,2194.3,0.2506494098345655,-1.1165291892630904,0.802078111470621,0.08613225174313754
2006-01-03,2883.35,0.7300535835053097,0.5722510274507044,-0.4352575996670538,-2.571661435483037
2006-01-25,2940.35,1.4420052034621875,1.1614263608073827,0.9216589861751174,2.965633342969369
2006-02-28,3074.7,1.5741373142095227,2.4717858652876714,3.51579015838945,3.9239600611441716
2007-04-24,4141.8,0.6156743444878998,0.8703945144623191,0.21850403206336466,-1.810806895552659
2007-09-21,4837.55,1.956568924352183,2.0940352037705168,3.7994439333960344,5.117259769924857
2007-12-24,5985.1,1.4310537835625041,1.6106664884462987,2.6607742560692316,5.058395014285466
2009-03-23,2939.9,-0.04081771488827712,1.5119561889860051,1.3010646620633395,13.709649988094824
2009-04-15,3484.15,-3.2906160756568994,-2.8629651421437075,-4.415711149060741,-0.2927543303244704
2009-12-23,5144.6,0.6568051937954351,0.8426311083466089,1.702756288146773,2.037087431481538
2010-07-06,5289.05,-0.9065900303457113,0.14747449920118072,2.1100197578014956,1.492706629735025
2010-08-18,5479.15,1.114223921593677,0.939926813465604,-0.3066169022567351,-0.13323234443298304
2010-11-04,6281.8,0.4879174758827105,-0.13690343532108784,-1.3937088095768786,-6.232290107930851
2010-12-29,6060.35,0.6847789319098752,1.223526694002814,0.3209385596541381,-3.2522874091430367
2012-12-26,5905.6,-0.6011243565429396,0.04656597128149542,1.4841845028447551,1.1158900027092784
2014-03-24,6583.5,0.09493430546061177,0.27189185083922496,1.8333713070555149,1.6943874838611634
2014-06-05,7474.1,1.4623834307809602,2.4150064890755942,2.35212266359828,0.8910771865508877
2014-06-17,7631.7,-0.963088171704868,-1.1923948792536407,-0.6748168822149694,0.03930972129407451
2014-07-18,7663.9,0.2648781951747736,1.3563590339122413,1.6512480590821923,0.2577016923498405
2015-01-20,8695.6,0.38985233911404293,0.7567045402272328,2.514950089700548,0.32315193891163574
2015-02-12,8711.5,1.0790334615163886,1.1225391723583868,1.401595592033516,1.5278654651897057
2015-08-10,8607.55,-1.6868911595053078,-2.9985303599746658,-1.513206429239446,-9.277320491893732
2016-04-11,7671.4,0.4894804077482604,2.3339937951351715,3.1369763015877083,2.2922804181766168
2016-05-25,7934.9,1.6981940541153477,2.7946161892399317,3.088255680600895,4.261553390716969
2016-06-20,8238.5,-0.22576925411179616,-0.42240699156398875,-1.7454633731868796,1.6046610426655405
2017-01-11,8380.65,0.3168012027706908,0.23506529923098185,0.43373723995156865,2.650152434477036
2017-05-10,9407.3,0.1605136436597263,-0.06803227280941826,1.2591285491054833,-0.49695449278750914
2017-05-16,9512.25,0.1419222581408235,-0.8704565165970024,-1.3256590186338713,1.1805829325343637
2019-03-11,11168.05,1.1922403642534078,1.5548820071543474,2.633852821217687,2.8223369343797913
2019-10-17,11586.35,0.6516288563697827,0.017261691559468773,-0.021145572160349957,2.6259348284835227
2019-10-29,11786.85,0.48571077090147696,0.7686532025095829,1.1058934320874414,0.4547440579968338
2021-01-04,14132.9,0.4712408635170391,0.09446044336264947,2.489581048475543,1.0500321943833058
2021-05-31,15582.8,-0.05101778884409214,-0.04235439073849534,1.0835664963934448,1.4698898785840981
2021-08-03,16130.75,0.7938254575887669,1.015761821366027,0.9258713946964576,2.9994885544689396
2021-11-08,18068.55,-0.13448782553109595,-0.28419546670872364,0.22636016725195418,-3.1281425460260976
2022-09-14,18003.75,-0.7017982364784956,-2.6266749982642494,-1.5852253002846766,-6.360619315420408
2023-05-04,18255.8,-1.023236450881356,0.04710831626113077,0.22568170115799546,-0.6893699536585558
2023-09-27,19716.45,-0.9783708527650816,-0.39636952899736855,-0.8657745182322429,0.39332638482079574
2024-03-22,22096.75,-0.416577098442076,0.12173735956646681,1.6135857083055214,2.4709516105309746
2024-07-18,24800.85,-1.0884707580586763,-1.1757661531761983,-1.591679317442754,0.8469467780338249
2024-08-16,24541.15,0.12835584314507287,0.6425941734596705,1.1490904052988498,2.830959429366601
2025-06-20,25112.4,-0.5594845574297835,-0.270981666427744,2.0921934980328416,1.3881588378649639
2025-12-31,26129.6,0.06486896087196214,0.7613970363113083,0.04267191231402023,-1.7757638846365893
2026-01-02,26328.55,-0.29720588486642896,-0.5691540172170448,-2.4507616256877043,-2.8222215047923243
